,WS_18027,WS_18425,WS_18023,WS_18809,WS_18811,WS_18024,WS_17233,WS_18808,WS_17234,WS_17227,WS_18426,WS_18026,WS_18025,WS_19124,WS_18427,WS_18428,WS_17232,WS_17381,WS_19125,WS_18429,WS_18596,WS_17860,WS_17881,WS_18810,WS_17850,WS_18430,WS_18047,WS_18610,WS_18013,WS_17895,WS_17310,WS_17477,WS_18837,WS_18838,WS_19154,WS_17970,WS_19151,WS_18008,WS_18307,WS_18016,WS_17952,WS_18305,WS_18618,WS_17375,WS_17474,WS_18996,WS_17975,WS_17974,WS_19153,WS_18012,WS_18611,WS_17927,WS_18619,WS_17380,WS_17473,WS_18009,WS_18010,WS_18614,WS_18648,WS_18613,WS_17475,WS_17953,WS_19152,WS_18955,WS_17304,WS_17476,WS_17926,WS_19150,WS_18015,WS_18609,WS_18617,WS_18615,WS_18840,WS_17951,WS_19156,WS_18612,WS_17954,WS_18839,WS_18011,WS_17917,WS_17302,WS_17300,WS_17393,WS_18306,WS_17915,WS_18014,WS_17626,WS_17465,WS_19063,WS_19060,WS_18233,WS_18231,WS_17463,WS_18573,WS_19246,WS_19064,WS_19062,WS_17569,WS_18570,WS_18229,WS_18978,WS_18232,WS_18571,WS_17714,WS_18572,WS_17775,WS_19366,WS_17037,WS_17038,WS_17464,WS_18574,WS_19247,WS_18936,WS_18230,WS_18575,WS_19061
RL_[EL@>,59.20497,93.09586,38.80382,26.14678,52.04375,44.1331,37.63804,28.56161,25.14754,27.22929,12.57377,17.07035,79.60612,25.8137,16.73727,39.1369,25.39735,27.72891,23.3156,70.52969,87.10042,62.78558,12.24069,11.74107,48.21333,49.1293,326.00205,320.92258,328.25034,262.46704,351.73248,349.40092,370.5515,325.25262,344.32145,228.74269,218.58375,227.41037,239.8176,240.81684,199.848,211.83888,189.10617,235.82064,236.65334,234.98794,382.70892,383.8747,387.45531,346.07012,367.05416,310.09748,298.60622,211.75561,212.3385,184.35978,210.17348,205.51036,186.94115,190.77157,250.14308,250.39289,239.23471,245.06361,244.64726,245.23015,208.09173,205.92671,228.07653,201.34686,192.27043,190.60503,224.99554,242.39897,256.30506,228.57615,305.85071,321.08912,279.28758,289.27998,248.47768,256.22179,277.53891,278.20507,276.53967,261.13472,933.4567,965.51565,948.77838,956.52249,958.35443,909.47494,925.54605,925.29624,974.59208,982.33619,978.08942,986.08334,977.5898,921.21601,916.38635,984.66775,967.34759,932.12438,932.04111,985.75026,941.03427,946.69663,947.86241,945.86393,975.9244,904.64528,904.22893,906.56049,920.1335,945.61412
RL_[KZ?S,25.89697,49.962,24.89773,20.90077,33.89089,19.31864,76.94148,64.78406,19.06883,16.15438,37.97112,31.97568,40.8023,32.89165,26.56313,4.1635,61.86961,65.28368,65.70003,27.56237,43.96656,19.48518,55.04147,46.6312,4.91293,7.24449,288.86363,282.61838,292.44424,227.90999,317.59178,315.34349,337.07696,291.02865,309.93094,207.00922,195.51796,191.43773,204.51112,207.00922,172.28563,185.6921,165.20768,212.00542,212.83812,210.58983,349.56746,350.89978,353.39788,310.26402,330.91498,272.95906,260.55183,193.76929,194.60199,168.03886,190.02214,182.86092,166.70654,170.78677,220.08261,220.58223,209.59059,211.75561,212.00542,212.67158,174.70046,174.78373,194.68526,165.04114,162.62631,158.37954,193.60275,216.83508,230.82444,200.51416,271.29366,285.44956,242.39897,254.38985,215.08641,222.24763,244.73053,242.98186,242.23243,225.07881,890.23957,922.29852,905.47798,913.22209,915.1373,866.34108,882.32892,882.16238,931.29168,939.03579,934.78902,942.78294,934.37267,877.99888,873.16922,941.36735,924.04719,888.82398,888.74071,942.53313,897.81714,903.4795,904.64528,902.6468,932.624,861.42815,861.0118,863.34336,876.91637,902.31372
RL_IOVXR,61.36999,91.01411,43.46694,28.97796,57.37303,47.04755,47.21409,39.30344,22.23309,25.56389,3.3308,9.82586,80.52209,33.05819,17.4867,37.38823,20.90077,24.23157,25.48062,68.86429,83.93616,60.53729,16.48746,22.89925,45.88177,47.96352,328.33361,322.67125,331.16479,265.88111,355.39636,353.0648,374.46519,328.83323,347.81879,235.6541,225.24535,230.15828,242.89859,244.39745,205.34382,217.66778,195.43469,242.3157,243.1484,241.39973,386.70588,387.95493,391.11919,348.98457,369.88534,312.42904,300.52143,219.49972,220.08261,192.27043,217.41797,212.25523,194.10237,198.01606,255.05601,255.30582,244.23091,248.81076,248.64422,249.31038,211.83888,210.34002,231.82368,203.92823,197.18336,194.68526,229.40885,248.47768,262.46704,233.9887,309.26478,324.08684,281.70241,292.61078,252.22483,259.8024,281.53587,281.36933,280.03701,263.88263,929.45974,961.7685,945.28104,952.77534,954.52401,905.47798,921.46582,921.21601,971.01147,978.92212,974.67535,982.66927,974.00919,917.38559,912.55593,980.9206,963.68371,928.4605,928.21069,982.00311,937.12058,942.78294,943.94872,941.95024,972.17725,900.64832,900.39851,902.81334,916.13654,941.86697
RL_KMLW@,24.39811,23.23233,41.71827,45.46542,41.96808,33.22473,101.67267,88.93236,45.7985,42.88405,64.70079,58.53881,21.31712,54.9582,53.04299,30.8099,88.34947,91.84681,92.4297,1.08251,19.31864,7.57757,81.77114,71.94528,22.06655,20.73423,264.54879,257.63738,268.79556,205.34382,295.02561,292.69405,314.67733,268.46248,287.11496,193.10313,180.86244,168.2054,181.5286,185.10921,154.96547,169.20464,150.7187,196.60047,197.51644,194.76853,327.33437,328.83323,330.66517,286.61534,307.01649,248.64422,235.73737,182.61111,183.61035,158.62935,177.44837,168.70502,154.63239,158.79589,200.51416,201.18032,190.35522,190.02214,190.77157,191.521,153.30007,154.96547,173.11833,141.72554,144.0571,138.06166,173.36814,200.09781,214.08717,182.44457,248.47768,261.96742,218.33394,231.40733,193.43621,200.09781,223.1636,219.99934,219.8328,201.5134,864.17606,896.15174,879.16466,886.99204,888.99052,840.36084,856.34868,856.18214,905.06163,912.6392,908.4757,916.38635,908.05935,851.8521,847.02244,915.1373,897.81714,862.59393,862.59393,916.38635,871.75363,877.41599,878.58177,876.58329,906.47722,835.36464,834.94829,837.19658,850.85286,876.16694
RL_KMTMM,71.44566,105.50309,50.54489,38.47074,63.2852,56.37379,30.56009,25.56389,37.05515,39.46998,20.73423,26.81294,92.01335,36.47226,29.1445,51.46086,18.23613,19.1521,11.15818,83.02019,99.34111,75.10954,1.74867,17.40343,60.45402,61.6198,337.90966,333.08,339.99141,273.9583,363.0572,360.80891,381.79295,336.66061,355.72944,237.81912,228.07653,239.15144,251.55867,252.22483,210.25675,221.91455,198.84876,245.39669,246.22939,244.64726,393.8671,395.03288,398.78003,357.72792,378.79523,322.00509,310.68037,220.16588,220.6655,192.52024,219.0001,215.00314,195.93431,199.68146,260.88491,261.05145,249.97654,256.38833,255.88871,256.4716,219.58299,217.00162,239.48452,213.25447,203.09553,201.92975,236.07045,252.3081,266.13092,238.9849,317.34197,332.74692,291.19519,300.93778,259.8024,267.62978,288.78036,289.86287,288.03093,272.95906,945.61412,977.67307,961.01907,968.67991,970.51185,921.63236,937.6202,937.45366,986.83277,994.57688,990.33011,998.32403,989.83049,933.37343,928.54377,996.82517,979.58828,944.2818,944.19853,997.99095,953.19169,958.85405,960.01983,958.02135,988.08182,916.8027,916.38635,918.71791,932.20765,957.77154
RL_KMLMH,50.29508,88.68255,28.06199,20.65096,39.55325,35.30648,35.8061,23.3156,28.06199,27.89545,25.89697,27.31256,71.52893,12.82358,18.98556,37.55477,40.8023,42.63424,35.38975,66.36619,84.51905,59.62132,25.23081,7.57757,46.21485,45.46542,314.67733,310.26402,316.34273,250.14308,339.07544,336.74388,357.72792,312.67885,331.83095,213.58755,203.67842,215.75257,227.99326,228.24307,185.77537,197.43317,174.36738,220.91531,221.74801,220.24915,369.63553,370.80131,374.79827,334.07924,355.22982,298.77276,287.86439,196.18412,196.76701,168.70502,194.8518,190.60503,171.70274,175.53316,236.4868,236.65334,225.57843,232.40657,231.74041,232.3233,195.6845,192.77005,215.50276,190.10541,178.78069,177.86472,211.83888,227.82672,241.64954,214.58679,293.52675,309.09824,267.96286,277.12256,235.82064,243.73129,264.63206,266.13092,264.13244,249.56019,929.79282,961.51869,944.36507,952.35899,954.44074,905.9776,921.96544,921.7989,970.26204,977.67307,973.50957,981.50349,973.34303,917.38559,912.47266,980.50425,963.10082,927.87761,928.04415,981.7533,937.28712,942.86621,944.03199,942.11678,971.84417,900.9814,900.39851,902.56353,916.46962,941.53389
RL_SKQ?J,83.02019,110.24948,65.28368,50.7947,79.02323,68.86429,50.87797,48.37987,42.96732,46.71447,24.56465,29.81066,101.75594,53.87569,39.38671,57.95592,5.49582,7.82738,19.65172,88.59928,102.08902,80.18901,21.48366,38.55401,65.7833,68.61448,349.81727,343.98837,352.89826,287.61458,377.2131,374.88154,396.28193,350.64997,369.63553,256.88795,246.64574,251.80848,264.63206,266.29746,227.07729,239.40125,216.91835,263.79936,264.63206,262.88339,408.60589,409.85494,413.0192,370.71804,391.53554,333.9127,321.83855,240.15068,240.73357,212.83812,238.48528,233.57235,215.16968,219.08337,276.87275,277.20583,266.13092,270.71077,270.54423,271.21039,233.65562,232.24003,253.64042,225.49516,219.0001,216.58527,251.30886,270.12788,284.03397,255.80544,331.08152,345.82031,303.26934,314.34425,274.12484,281.61914,303.43588,303.1028,301.85375,285.53283,945.03123,977.5898,961.51869,968.84645,970.34531,920.88293,936.87077,936.70423,987.16585,995.40958,991.07954,999.07346,990.0803,933.12362,928.29396,996.90844,979.83809,944.53161,944.11526,997.82441,952.77534,958.52097,959.68675,957.605,988.08182,916.30308,916.13654,918.63464,931.70803,957.77154
RL_SKD?O,82.85365,112.08142,63.95136,50.04527,77.52437,68.2814,44.79926,42.88405,43.71675,47.21409,24.81446,30.72663,102.17229,51.6274,38.88709,58.87189,0.99924,2.74791,13.40647,90.09814,104.42058,81.77114,16.82054,34.80686,67.11562,69.53045,349.98381,344.40472,352.64845,287.19823,376.63021,374.29865,395.61577,350.06708,369.13591,254.47312,244.39745,251.64194,264.38225,265.71457,225.49516,237.56931,214.8366,261.63434,262.46704,260.80164,407.77319,409.02224,412.43631,370.46823,391.369,333.99597,322.17163,237.3195,237.81912,209.8404,235.90391,231.32406,212.67158,216.502,275.6237,275.87351,264.7986,270.04461,269.71153,270.37769,232.98946,231.24079,253.05753,225.49516,217.75105,215.75257,250.30962,268.21267,282.03549,254.22331,330.66517,345.5705,303.26934,313.9279,273.45868,281.03625,302.68645,302.76972,301.35413,285.44956,948.52857,980.9206,964.76622,972.17725,973.75938,924.46354,940.36811,940.20157,990.49665,998.57384,994.2438,1002.23772,993.4111,936.53769,931.70803,1000.32251,983.08562,947.86241,947.44606,1001.23848,956.27268,961.93504,963.10082,961.10234,991.41262,919.71715,919.55061,922.04871,935.1221,961.18561
RL_X7TGQ,86.18445,126.07078,63.70155,58.37227,72.02855,71.86201,2.83118,14.57225,63.61828,64.45098,52.29356,57.28976,107.4183,48.87949,54.20877,75.02627,48.13006,46.96428,34.22397,104.00423,122.24036,97.34263,35.05667,32.64184,83.85289,83.18673,343.82183,340.74084,344.23818,277.53891,365.05568,362.72412,382.95873,338.99217,358.14427,230.15828,221.74801,244.89707,256.4716,255.22255,208.42481,218.33394,194.10237,239.23471,239.98414,239.06817,394.44999,395.36596,400.44543,361.80815,383.12527,328.16707,318.17467,210.00694,210.25675,182.19476,210.6731,208.75789,188.44001,191.85408,259.96894,259.88567,248.89403,258.88643,257.63738,258.22027,222.99706,218.1674,242.3157,220.08261,203.34534,204.67766,237.06969,247.56171,260.88491,236.73661,320.42296,336.82715,297.35717,304.51839,262.21723,270.6275,290.19595,293.85983,291.02865,278.37161,966.93124,998.57384,981.25368,989.2476,991.49589,943.11602,959.18713,959.02059,1007.15065,1014.39514,1010.31491,1018.30883,1010.23164,954.44074,949.52781,1017.47613,999.98943,964.76622,965.01603,1018.80845,974.42554,980.00463,981.17041,979.2552,1008.89932,938.11982,937.53693,939.61868,953.60804,978.50577
RL_\7TPI,34.1407,71.02931,13.82282,3.91369,27.72891,18.98556,53.45934,40.88557,16.90381,14.48898,27.56237,24.73119,54.9582,8.99316,12.90685,20.8175,49.54565,52.37683,48.54641,48.71295,66.94908,41.96808,37.4715,24.06503,29.06123,27.89545,300.68797,295.69177,302.93626,237.23623,326.58494,324.25338,345.48723,300.10508,319.17391,206.25979,195.6845,202.09629,214.58679,215.6693,175.6997,188.02366,165.87384,212.75485,213.58755,211.75561,357.64465,358.8937,362.30777,320.75604,341.74008,284.7834,273.29214,190.52176,191.18792,163.54228,188.1902,182.69438,164.79133,168.70502,225.57843,225.82824,214.75333,219.91607,219.58299,220.24915,182.94419,181.11225,202.92899,176.03278,167.70578,165.62403,200.18108,218.83356,232.82292,204.42785,280.70317,295.77504,253.9735,264.04917,223.33014,231.07425,252.55791,252.97426,251.30886,235.82064,912.22285,944.03199,926.87837,934.78902,936.87077,888.32436,904.39547,904.14566,952.77534,960.26964,956.10614,964.10006,955.85633,899.81562,894.90269,963.01755,945.61412,910.39091,910.47418,964.2666,919.71715,925.37951,926.54529,924.54681,954.35747,883.41143,882.82854,885.07683,898.81638,924.04719
RL_SKTRS,80.60536,109.58332,61.95288,47.88025,75.60916,66.11638,45.46542,42.80078,41.30192,44.79926,22.39963,28.3118,99.84073,49.87873,36.6388,56.45706,1.58213,5.24601,14.48898,87.60004,101.83921,79.27304,16.07111,33.55781,64.70079,67.11562,347.65225,342.07316,350.48343,285.03321,374.46519,372.13363,393.53402,347.98533,366.97089,252.80772,242.73205,249.47692,262.13396,263.54955,223.66322,235.73737,213.08793,259.88567,260.71837,259.05297,405.69144,406.94049,410.27129,368.30321,389.20398,331.74768,319.84007,235.82064,236.32026,208.34154,234.23851,229.65866,211.00618,214.91987,273.62522,273.9583,262.80012,267.87959,267.62978,268.29594,230.90771,229.15904,250.89251,223.24687,215.75257,213.67082,248.22787,266.38073,280.28682,252.3081,328.41688,343.32221,301.02105,311.76288,271.29366,278.9545,300.52143,300.6047,299.18911,283.20127,946.03047,978.50577,962.26812,969.67915,971.26128,921.96544,937.87001,937.70347,987.99855,996.07574,991.7457,999.73962,990.913,934.03959,929.20993,997.82441,980.58752,945.36431,944.94796,998.74038,953.77458,959.43694,960.60272,958.60424,988.91452,917.21905,917.05251,919.55061,932.70727,958.68751
RL_SKTGI,82.4373,111.33199,63.78482,49.71219,77.35783,67.94832,45.71523,43.63348,43.13386,46.71447,24.23157,30.14374,101.67267,51.54413,38.47074,58.289,0.41635,3.58061,14.40571,89.43198,103.58788,81.10498,17.23689,35.05667,66.53273,68.94756,349.56746,343.9051,352.31537,286.86515,376.29713,374.04884,395.36596,349.81727,368.80283,254.47312,244.39745,251.30886,263.9659,265.38149,225.41189,237.48604,214.8366,261.63434,262.46704,260.80164,407.52338,408.77243,412.10323,370.13515,391.03592,333.57962,321.67201,237.40277,237.98566,209.92367,235.90391,231.32406,212.67158,216.58527,275.45716,275.70697,264.63206,269.71153,269.46172,270.12788,232.73965,230.99098,252.72445,225.07881,217.58451,215.50276,250.05981,268.1294,282.03549,254.14004,330.33209,345.23742,302.85299,313.59482,273.1256,280.78644,302.35337,302.43664,301.02105,285.03321,947.6126,980.0879,963.85025,971.26128,972.84341,923.54757,939.45214,939.2856,989.58068,997.74114,993.4111,1001.40502,992.49513,935.62172,930.79206,999.40654,982.25292,946.94644,946.61336,1000.32251,955.35671,961.01907,962.18485,960.18637,990.57992,918.80118,918.63464,921.13274,934.2894,960.26964
RL_SKQGK,83.27,110.7491,65.28368,50.96124,79.1065,69.03083,50.04527,47.63044,43.3004,47.04755,24.81446,30.14374,102.08902,53.79242,39.46998,58.289,4.66312,6.91141,18.73575,89.0989,102.67191,80.68863,20.90077,38.13766,66.28292,68.94756,350.15035,344.32145,353.14807,287.86439,377.37964,375.04808,396.44847,350.81651,369.80207,256.80468,246.56247,252.05829,264.88187,266.464,227.16056,239.40125,216.91835,263.71609,264.54879,262.80012,408.68916,410.02148,413.18574,370.96785,391.78535,334.16251,322.17163,239.98414,240.56703,212.58831,238.31874,233.48908,215.08641,218.91683,276.95602,277.2891,266.21419,270.87731,270.71077,271.37693,233.82216,232.40657,253.80696,225.82824,219.08337,216.75181,251.39213,270.12788,284.03397,255.80544,331.24806,346.07012,303.51915,314.51079,274.29138,281.78568,303.60242,303.35261,302.02029,285.78264,945.78066,978.33923,962.26812,969.59588,971.09474,921.63236,937.6202,937.45366,987.91528,996.15901,991.7457,999.73962,990.82973,933.87305,929.04339,997.65787,980.58752,945.28104,944.86469,998.57384,953.52477,959.2704,960.43618,958.35443,988.83125,917.05251,916.88597,919.38407,932.45746,958.52097
RL_]CVPI,33.22473,60.03767,24.56465,14.65552,36.6388,22.31636,68.44794,56.70687,8.99316,6.32852,27.89545,21.90001,50.21181,27.56237,16.98708,6.24525,51.79394,55.20801,55.62436,37.72131,53.62588,29.56085,45.13234,38.05439,14.82206,16.98708,298.43968,292.36097,301.77048,236.98642,326.66821,324.41992,346.07012,300.10508,319.00737,213.50428,202.26283,200.76397,213.67082,216.00238,179.8632,193.10313,172.03582,218.91683,219.8328,217.66778,358.47735,359.80967,362.47431,319.59026,340.32449,282.45184,270.21115,199.43165,200.18108,173.2016,196.10085,189.43925,172.70198,176.78221,228.32634,228.82596,217.75105,220.58223,220.74877,221.41493,183.52708,183.194,203.51188,174.36738,170.7035,166.95635,202.01302,224.16284,238.1522,208.34154,280.37009,294.7758,251.89175,263.54955,223.9963,231.24079,253.47388,252.22483,251.30886,234.40505,899.89889,931.95784,915.30384,922.96468,924.87989,876.0004,891.98824,891.73843,941.11754,948.86165,944.61488,952.6088,944.11526,887.6582,882.82854,951.10994,933.78978,898.56657,898.4833,952.27572,907.47646,913.13882,914.3046,912.38939,942.36659,871.08747,870.75439,873.00268,886.57569,912.05631
RL_IOT?W,66.03311,97.17609,46.88101,33.05819,60.45402,51.29432,41.46846,34.72359,28.22853,31.30952,9.9924,16.40419,85.68483,34.80686,22.06655,43.21713,16.57073,19.31864,18.81902,74.85973,90.26468,66.69927,9.90913,20.56769,51.96048,53.79242,333.08,327.75072,335.74464,270.12788,359.55986,357.2283,378.54542,332.99673,352.06556,237.90239,227.66018,234.73813,247.3119,248.56095,208.50808,220.58223,198.01606,244.8138,245.72977,243.9811,390.70284,391.95189,395.28269,353.56442,374.46519,317.17543,305.43436,221.08185,221.66474,193.76929,219.41645,214.67006,196.10085,200.01454,258.55335,258.80316,247.72825,252.97426,252.64118,253.30734,215.91911,214.08717,235.90391,208.59135,200.6807,198.59895,233.156,251.30886,265.21495,237.23623,313.59482,328.58342,286.4488,296.94082,256.30506,263.9659,285.53283,285.78264,284.28378,268.46248,936.03807,968.34683,951.7761,959.35367,961.10234,912.05631,928.04415,927.87761,977.5898,985.50045,981.17041,989.16433,980.58752,923.96392,919.13426,987.49893,970.26204,935.03883,934.78902,988.58144,943.69891,949.36127,950.61032,948.52857,978.75558,907.30992,906.97684,909.39167,922.71487,948.4453
RL_I:BTL,80.85517,112.66431,60.62056,47.71371,73.77722,65.86657,36.05591,34.47378,43.71675,46.79774,25.23081,31.6426,100.92324,47.13082,37.22169,58.78862,9.32624,8.66008,5.07947,90.34795,105.7529,82.18749,10.32548,28.56161,67.4487,69.28064,347.73552,342.65605,350.06708,284.28378,373.46595,371.21766,392.28497,346.98609,366.05492,248.9773,239.15144,249.14384,261.63434,262.55031,221.16512,232.90619,209.92367,256.4716,257.3043,255.72217,404.35912,405.60817,409.27205,367.88686,388.8709,331.83095,320.33969,231.32406,231.82368,203.67842,230.24155,226.07805,207.09249,210.83964,271.62674,271.87655,260.71837,266.79708,266.38073,266.96362,229.90847,227.57691,249.81,223.1636,213.83736,212.3385,246.64574,263.38301,277.20583,249.89327,327.66745,342.90586,301.02105,311.09672,270.21115,277.95526,299.27238,300.02181,298.35641,282.95146,951.19321,983.50197,967.09778,974.59208,976.34075,927.12818,943.11602,942.94948,992.82821,1000.73886,996.49209,1004.48601,995.82593,939.11906,934.2894,1002.73734,985.50045,950.27724,950.02743,1003.73658,958.85405,964.51641,965.76546,963.68371,993.91072,922.38179,922.13198,924.54681,937.87001,963.68371
RL_SKHGO,82.77038,110.41602,64.78406,50.46162,78.52361,68.53121,49.62892,47.13082,42.88405,46.54793,24.31484,29.72739,101.5894,53.20953,38.97036,57.87265,4.24677,6.74487,18.3194,88.68255,102.33883,80.27228,20.40115,37.63804,65.86657,68.53121,349.65073,343.82183,352.64845,287.36477,376.88002,374.54846,395.94885,350.31689,369.30245,256.22179,245.97958,251.55867,264.38225,265.96438,226.57767,238.81836,216.33546,263.1332,264.04917,262.3005,408.18954,409.43859,412.68612,370.46823,391.28573,333.74616,321.67201,239.40125,239.98414,212.00542,237.73585,232.98946,214.50352,218.33394,276.4564,276.78948,265.6313,270.37769,270.21115,270.87731,233.32254,231.82368,253.30734,225.32862,218.58375,216.16892,250.89251,269.54499,283.45108,255.30582,330.74844,345.5705,303.01953,314.09444,273.79176,281.28606,303.1028,302.85299,301.52067,285.36629,945.61412,978.08942,962.01831,969.34607,970.84493,921.46582,937.37039,937.20385,987.66547,995.9092,991.49589,999.48981,990.57992,933.62324,928.79358,997.49133,980.33771,945.03123,944.61488,998.4073,953.35823,959.02059,960.18637,958.18789,988.58144,916.8027,916.63616,919.13426,932.20765,958.35443
RL_IACI>,76.44186,114.82933,53.95896,46.38139,64.03463,61.6198,11.49126,8.82662,50.21181,51.37759,38.13766,43.21713,97.67571,38.72055,40.88557,62.4525,35.88937,35.38975,22.98252,92.4297,110.24948,85.35175,21.31712,19.9848,71.44566,71.27912,338.40928,334.66213,339.57506,273.04233,361.30853,358.97697,379.54466,335.07848,354.23058,230.32482,221.33166,239.48452,251.39213,250.89251,206.00998,216.66854,192.85332,238.73509,239.56779,238.31874,391.28573,392.36824,396.86482,357.2283,378.46215,322.67125,312.17923,211.25599,211.58907,183.36054,211.08945,208.25827,188.35674,192.02062,257.22103,257.3043,246.22939,254.8062,253.80696,254.38985,218.41721,214.50352,238.06893,214.17044,200.01454,200.26435,233.48908,246.4792,260.05221,234.57159,316.17619,332.2473,291.77808,300.02181,258.137,266.29746,286.53207,289.19671,286.78188,273.1256,955.9396,987.83201,970.67839,978.58904,980.67079,932.12438,948.19549,947.94568,996.57536,1003.98639,999.82289,1007.81681,999.65635,943.61564,938.70271,1006.7343,989.33087,954.10766,954.2742,1008.06662,963.51717,969.09626,970.26204,968.34683,998.15749,927.12818,926.62856,928.87685,942.6164,967.76394
RL_[7LCJ,72.4449,109.41678,50.29508,40.96884,61.53653,57.37303,19.48518,14.1559,43.21713,44.79926,30.14374,35.47302,93.59548,35.13994,34.22397,56.29052,28.97796,28.97796,17.4867,86.93388,104.33731,79.60612,13.40647,14.90533,65.36695,65.53349,336.66061,332.41384,338.15947,271.79328,360.47583,358.14427,378.96177,334.16251,353.31461,231.90695,222.58071,237.73585,249.81,249.81,206.09325,217.25143,193.68602,239.90087,240.73357,239.40125,390.78611,391.86862,396.11539,355.89598,377.04656,320.83931,310.01421,213.42101,213.83736,185.6921,212.83812,209.42405,189.93887,193.60275,257.13776,257.3043,246.22939,253.80696,253.05753,253.64042,217.25143,213.92063,236.98642,212.17196,199.68146,199.26511,232.90619,247.3119,260.96818,234.8214,315.09368,330.91498,289.94614,298.77276,257.22103,265.21495,285.86591,287.86439,285.69937,271.4602,950.52705,982.41946,965.43238,973.25976,975.25824,926.62856,942.6164,942.44986,991.32935,998.90692,994.66015,1002.65407,994.41034,938.20309,933.29016,1001.48829,984.08486,948.86165,948.86165,1002.65407,958.02135,963.68371,964.84949,962.85101,992.74494,921.71563,921.21601,923.4643,937.12058,962.43466
RL_IOCMW,2.33156,43.3004,20.8175,30.97644,17.56997,13.15666,83.10346,70.11334,38.38747,34.47378,56.20725,51.21105,23.14906,35.88937,41.80154,25.48062,79.9392,83.02019,80.35555,24.31484,43.05059,22.73271,69.28064,55.54109,22.98252,17.73651,269.37845,263.9659,272.12636,206.84268,296.4412,294.19291,315.67657,269.87807,288.86363,183.194,171.78601,171.11985,183.86016,185.60883,148.97003,162.20996,141.47573,188.27347,189.18944,186.94115,328.00053,329.33285,332.2473,289.94614,310.84691,253.47388,241.73281,170.03734,170.87004,144.47345,166.20692,159.0457,142.89132,146.97155,197.43317,197.84952,186.77461,190.10541,190.10541,190.77157,153.05026,152.30083,173.03506,144.8898,139.72706,136.22972,171.20312,193.26967,207.25903,177.3651,250.30962,265.04841,222.66398,233.57235,193.51948,200.93051,222.91379,222.3309,221.08185,204.8442,882.49546,914.13806,896.73463,904.81182,907.06011,858.76351,874.83462,874.66808,922.6316,929.87609,925.79586,933.78978,925.79586,870.00496,865.09203,932.95708,915.47038,880.24717,880.58025,934.37267,889.98976,895.56885,896.73463,894.81942,924.38027,853.68404,853.10115,855.1829,869.17226,894.06999
RL_V7[@L,25.98024,29.81066,39.30344,40.63576,42.13462,31.05971,97.00955,84.51905,39.30344,36.6388,57.87265,51.6274,28.22853,51.21105,47.13082,24.73119,81.35479,84.9354,86.10118,8.82662,23.39887,2.58137,75.52589,66.86581,15.65476,15.8213,272.37617,265.29822,276.62294,213.1712,302.76972,300.52143,322.50471,276.28986,294.85907,199.848,187.77385,176.03278,189.35598,192.93659,162.20996,176.36586,157.54684,203.67842,204.51112,201.92975,335.16175,336.66061,338.49255,294.44272,314.84387,256.38833,243.48148,188.93963,189.8556,164.54152,184.0267,175.53316,161.04418,165.20768,208.175,208.75789,197.93279,197.84952,198.51568,199.26511,161.04418,162.54304,180.86244,149.55292,151.5514,145.7225,181.02898,207.3423,221.33166,189.8556,256.30506,269.7948,226.07805,239.23471,201.18032,207.92519,230.90771,227.82672,227.57691,209.34078,869.67188,901.73083,884.91029,892.6544,894.56961,845.77339,861.76123,861.59469,910.72399,918.4681,914.22133,922.21525,913.80498,857.43119,852.60153,920.79966,903.4795,868.25629,868.17302,921.96544,877.24945,882.91181,884.07759,882.07911,912.05631,840.86046,840.44411,842.77567,856.34868,881.74603
RL_O;SKB,55.7909,79.9392,42.4677,27.81218,56.20725,43.38367,61.45326,52.54337,15.40495,19.40191,11.90761,7.4943,72.77798,37.05515,18.06959,28.81142,31.72587,35.38975,39.55325,58.45554,71.86201,50.04527,31.22625,34.39051,35.88937,39.22017,320.92258,314.51079,324.33665,259.71913,349.40092,347.15263,368.71956,322.83779,341.74008,234.8214,223.82976,223.41341,236.40353,238.65182,202.17956,215.16968,193.68602,240.6503,241.56627,239.48452,381.21006,382.54238,385.20702,342.2397,362.89066,304.93474,292.52751,219.91607,220.58223,193.1864,217.08489,210.92291,193.68602,197.68298,250.89251,251.30886,240.23395,243.31494,243.48148,244.14764,206.17652,205.76017,226.24459,196.93355,193.1864,189.60579,224.66246,246.14612,260.13548,230.6579,303.1028,317.42524,274.37465,286.19899,246.72901,253.9735,276.20659,274.87427,274.04157,257.05449,916.13654,948.4453,932.20765,939.61868,941.28408,892.07151,907.97608,907.80954,957.93808,966.01527,961.68523,969.67915,960.85253,904.06239,899.23273,967.76394,950.61032,915.30384,914.97076,968.76318,923.79738,929.45974,930.62552,928.62704,958.93732,887.32512,887.07531,889.57341,902.73007,928.62704
